 INFO [2011-04-05 21:07:07,787] - Starting up
DEBUG [2011-04-05 22:04:06,160] -  Snapshot select: SELECT chocolateb_.ID, chocolateb_.Name as Name0_, chocolateb_.ChocolatierID as Chocolat3_0_ FROM [ChocolateBar] chocolateb_ WHERE chocolateb_.ID=?
DEBUG [2011-04-05 22:04:06,160] -  Insert 0: INSERT INTO [ChocolateBar] (Name, ChocolatierID, ID) VALUES (?, ?, ?)
DEBUG [2011-04-05 22:04:06,160] -  Update 0: UPDATE [ChocolateBar] SET Name = ?, ChocolatierID = ? WHERE ID = ?
DEBUG [2011-04-05 22:04:06,160] -  Delete 0: DELETE FROM [ChocolateBar] WHERE ID = ?
DEBUG [2011-04-05 22:04:06,160] -  Identity insert: INSERT INTO [ChocolateBar] (Name, ChocolatierID) VALUES (?, ?); select SCOPE_IDENTITY()
DEBUG [2011-04-05 22:04:06,192] - Static select for entity nhibernate_demo.Models.ChocolateBar: SELECT chocolateb0_.ID as ID0_0_, chocolateb0_.Name as Name0_0_, chocolateb0_.ChocolatierID as Chocolat3_0_0_ FROM [ChocolateBar] chocolateb0_ WHERE chocolateb0_.ID=?
DEBUG [2011-04-05 22:04:06,192] - Static select for entity nhibernate_demo.Models.ChocolateBar: SELECT chocolateb0_.ID as ID0_0_, chocolateb0_.Name as Name0_0_, chocolateb0_.ChocolatierID as Chocolat3_0_0_ FROM [ChocolateBar] chocolateb0_ WHERE chocolateb0_.ID=?
DEBUG [2011-04-05 22:04:06,192] - Static select for entity nhibernate_demo.Models.ChocolateBar: SELECT chocolateb0_.ID as ID0_0_, chocolateb0_.Name as Name0_0_, chocolateb0_.ChocolatierID as Chocolat3_0_0_ FROM [ChocolateBar] chocolateb0_ with (updlock, rowlock) WHERE chocolateb0_.ID=?
DEBUG [2011-04-05 22:04:06,192] - Static select for entity nhibernate_demo.Models.ChocolateBar: SELECT chocolateb0_.ID as ID0_0_, chocolateb0_.Name as Name0_0_, chocolateb0_.ChocolatierID as Chocolat3_0_0_ FROM [ChocolateBar] chocolateb0_ with (updlock, rowlock) WHERE chocolateb0_.ID=?
DEBUG [2011-04-05 22:04:06,192] - Static select for entity nhibernate_demo.Models.ChocolateBar: SELECT chocolateb0_.ID as ID0_0_, chocolateb0_.Name as Name0_0_, chocolateb0_.ChocolatierID as Chocolat3_0_0_ FROM [ChocolateBar] chocolateb0_ with (updlock, rowlock) WHERE chocolateb0_.ID=?
DEBUG [2011-04-05 22:04:06,194] - Static select for action NHibernate.Engine.CascadingAction+MergeCascadingAction on entity nhibernate_demo.Models.ChocolateBar: SELECT chocolateb0_.ID as ID0_0_, chocolateb0_.Name as Name0_0_, chocolateb0_.ChocolatierID as Chocolat3_0_0_ FROM [ChocolateBar] chocolateb0_ WHERE chocolateb0_.ID=?
DEBUG [2011-04-05 22:04:06,194] - Static select for action NHibernate.Engine.CascadingAction+RefreshCascadingAction on entity nhibernate_demo.Models.ChocolateBar: SELECT chocolateb0_.ID as ID0_0_, chocolateb0_.Name as Name0_0_, chocolateb0_.ChocolatierID as Chocolat3_0_0_ FROM [ChocolateBar] chocolateb0_ WHERE chocolateb0_.ID=?
DEBUG [2011-04-05 22:04:06,194] - Static SQL for entity: nhibernate_demo.Models.Chocolatier
DEBUG [2011-04-05 22:04:06,194] -  Version select: SELECT ID FROM [Chocolatier] WHERE ID = ?
DEBUG [2011-04-05 22:04:06,194] -  Snapshot select: SELECT chocolatie_.ID, chocolatie_.Name as Name1_ FROM [Chocolatier] chocolatie_ WHERE chocolatie_.ID=?
DEBUG [2011-04-05 22:04:06,194] -  Insert 0: INSERT INTO [Chocolatier] (Name, ID) VALUES (?, ?)
DEBUG [2011-04-05 22:04:06,194] -  Update 0: UPDATE [Chocolatier] SET Name = ? WHERE ID = ?
DEBUG [2011-04-05 22:04:06,194] -  Delete 0: DELETE FROM [Chocolatier] WHERE ID = ?
DEBUG [2011-04-05 22:04:06,194] -  Identity insert: INSERT INTO [Chocolatier] (Name) VALUES (?); select SCOPE_IDENTITY()
DEBUG [2011-04-05 22:04:06,194] - Static select for entity nhibernate_demo.Models.Chocolatier: SELECT chocolatie0_.ID as ID1_0_, chocolatie0_.Name as Name1_0_ FROM [Chocolatier] chocolatie0_ WHERE chocolatie0_.ID=?
DEBUG [2011-04-05 22:04:06,194] - Static select for entity nhibernate_demo.Models.Chocolatier: SELECT chocolatie0_.ID as ID1_0_, chocolatie0_.Name as Name1_0_ FROM [Chocolatier] chocolatie0_ WHERE chocolatie0_.ID=?
DEBUG [2011-04-05 22:04:06,194] - Static select for entity nhibernate_demo.Models.Chocolatier: SELECT chocolatie0_.ID as ID1_0_, chocolatie0_.Name as Name1_0_ FROM [Chocolatier] chocolatie0_ with (updlock, rowlock) WHERE chocolatie0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for entity nhibernate_demo.Models.Chocolatier: SELECT chocolatie0_.ID as ID1_0_, chocolatie0_.Name as Name1_0_ FROM [Chocolatier] chocolatie0_ with (updlock, rowlock) WHERE chocolatie0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for entity nhibernate_demo.Models.Chocolatier: SELECT chocolatie0_.ID as ID1_0_, chocolatie0_.Name as Name1_0_ FROM [Chocolatier] chocolatie0_ with (updlock, rowlock) WHERE chocolatie0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for action NHibernate.Engine.CascadingAction+MergeCascadingAction on entity nhibernate_demo.Models.Chocolatier: SELECT chocolatie0_.ID as ID1_0_, chocolatie0_.Name as Name1_0_ FROM [Chocolatier] chocolatie0_ WHERE chocolatie0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for action NHibernate.Engine.CascadingAction+RefreshCascadingAction on entity nhibernate_demo.Models.Chocolatier: SELECT chocolatie0_.ID as ID1_0_, chocolatie0_.Name as Name1_0_ FROM [Chocolatier] chocolatie0_ WHERE chocolatie0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static SQL for entity: nhibernate_demo.Models.Feature
DEBUG [2011-04-05 22:04:06,195] -  Version select: SELECT ID FROM [Feature] WHERE ID = ?
DEBUG [2011-04-05 22:04:06,195] -  Snapshot select: SELECT feature_.ID, feature_.Name as Name2_ FROM [Feature] feature_ WHERE feature_.ID=?
DEBUG [2011-04-05 22:04:06,195] -  Insert 0: INSERT INTO [Feature] (Name, ID) VALUES (?, ?)
DEBUG [2011-04-05 22:04:06,195] -  Update 0: UPDATE [Feature] SET Name = ? WHERE ID = ?
DEBUG [2011-04-05 22:04:06,195] -  Delete 0: DELETE FROM [Feature] WHERE ID = ?
DEBUG [2011-04-05 22:04:06,195] -  Identity insert: INSERT INTO [Feature] (Name) VALUES (?); select SCOPE_IDENTITY()
DEBUG [2011-04-05 22:04:06,195] - Static select for entity nhibernate_demo.Models.Feature: SELECT feature0_.ID as ID2_0_, feature0_.Name as Name2_0_ FROM [Feature] feature0_ WHERE feature0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for entity nhibernate_demo.Models.Feature: SELECT feature0_.ID as ID2_0_, feature0_.Name as Name2_0_ FROM [Feature] feature0_ WHERE feature0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for entity nhibernate_demo.Models.Feature: SELECT feature0_.ID as ID2_0_, feature0_.Name as Name2_0_ FROM [Feature] feature0_ with (updlock, rowlock) WHERE feature0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for entity nhibernate_demo.Models.Feature: SELECT feature0_.ID as ID2_0_, feature0_.Name as Name2_0_ FROM [Feature] feature0_ with (updlock, rowlock) WHERE feature0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for entity nhibernate_demo.Models.Feature: SELECT feature0_.ID as ID2_0_, feature0_.Name as Name2_0_ FROM [Feature] feature0_ with (updlock, rowlock) WHERE feature0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for action NHibernate.Engine.CascadingAction+MergeCascadingAction on entity nhibernate_demo.Models.Feature: SELECT feature0_.ID as ID2_0_, feature0_.Name as Name2_0_ FROM [Feature] feature0_ WHERE feature0_.ID=?
DEBUG [2011-04-05 22:04:06,195] - Static select for action NHibernate.Engine.CascadingAction+RefreshCascadingAction on entity nhibernate_demo.Models.Feature: SELECT feature0_.ID as ID2_0_, feature0_.Name as Name2_0_ FROM [Feature] feature0_ WHERE feature0_.ID=?
DEBUG [2011-04-05 22:04:06,204] - Static select for one-to-many nhibernate_demo.Models.ChocolateBar.Features: SELECT features0_.ChocolateBar_id as Chocolat3_1_, features0_.ID as ID1_, features0_.ID as ID2_0_, features0_.Name as Name2_0_ FROM [Feature] features0_ WHERE features0_.ChocolateBar_id=?
DEBUG [2011-04-05 22:04:06,205] - initializing class SessionFactoryObjectFactory
DEBUG [2011-04-05 22:04:06,205] - registered: 22adc586bb64439c85a978e0a3d7bfb9(unnamed)
 INFO [2011-04-05 22:04:06,205] - no name configured
DEBUG [2011-04-05 22:04:06,205] - Instantiated session factory
DEBUG [2011-04-05 22:04:06,209] - Checking 0 named HQL queries
DEBUG [2011-04-05 22:04:06,209] - Checking 0 named SQL queries
DEBUG [2011-04-05 22:04:06,221] - [session-id=d9070a03-c86e-44e8-899b-b0613a71b7ef] opened session at timestamp: 634376378462, for session factory: [/22adc586bb64439c85a978e0a3d7bfb9]
DEBUG [2011-04-05 22:04:06,224] - Begin (Unspecified)
DEBUG [2011-04-05 22:04:06,224] - Obtaining IDbConnection from Driver
DEBUG [2011-04-05 22:04:06,248] - unsaved-value: 0
DEBUG [2011-04-05 22:04:06,248] - transient instance of: nhibernate_demo.Models.ChocolateBar
DEBUG [2011-04-05 22:04:06,248] - saving transient instance
DEBUG [2011-04-05 22:04:06,250] - saving [nhibernate_demo.Models.ChocolateBar#<null>]
DEBUG [2011-04-05 22:04:06,254] - executing insertions
DEBUG [2011-04-05 22:04:06,260] - executing identity-insert immediately
DEBUG [2011-04-05 22:04:06,262] - Inserting entity: nhibernate_demo.Models.ChocolateBar (native id)
DEBUG [2011-04-05 22:04:06,326] - Opened new IDbCommand, open IDbCommands: 1
DEBUG [2011-04-05 22:04:06,326] - Building an IDbCommand object for the SqlString: INSERT INTO [ChocolateBar] (Name, ChocolatierID) VALUES (?, ?); select SCOPE_IDENTITY()
DEBUG [2011-04-05 22:04:06,327] - Dehydrating entity: [nhibernate_demo.Models.ChocolateBar#<null>]
DEBUG [2011-04-05 22:04:06,328] - binding 'Mr. Big' to parameter: 0
DEBUG [2011-04-05 22:04:06,330] - binding null to parameter: 1
DEBUG [2011-04-05 22:04:06,335] - INSERT INTO [ChocolateBar] (Name, ChocolatierID) VALUES (@p0, @p1); select SCOPE_IDENTITY();@p0 = 'Mr. Big' [Type: String (4000)], @p1 = NULL [Type: Int32 (0)]
DEBUG [2011-04-05 22:04:06,336] - Enlist Command
DEBUG [2011-04-05 22:04:06,437] - ExecuteReader took 100 ms
DEBUG [2011-04-05 22:04:06,438] - Opened IDataReader, open IDataReaders: 1
DEBUG [2011-04-05 22:04:06,451] - returning '1' as column: 
DEBUG [2011-04-05 22:04:06,451] - Natively generated identity: 1
DEBUG [2011-04-05 22:04:06,453] - running NHybridDataReader.Dispose()
DEBUG [2011-04-05 22:04:06,454] - Closed IDataReader, open IDataReaders :0
DEBUG [2011-04-05 22:04:06,454] - DataReader was closed after 116 ms
DEBUG [2011-04-05 22:04:06,455] - Closed IDbCommand, open IDbCommands: 0
DEBUG [2011-04-05 22:04:06,541] - IDbTransaction disposed.
DEBUG [2011-04-05 22:04:06,542] - transaction completion
DEBUG [2011-04-05 22:04:06,543] - aggressively releasing database connection
DEBUG [2011-04-05 22:04:06,543] - Closing connection
DEBUG [2011-04-05 22:04:06,605] - [session-id=63e0f34f-4dbb-4ace-b23f-6036ab451c1e] opened session at timestamp: 634376378466, for session factory: [/22adc586bb64439c85a978e0a3d7bfb9]
DEBUG [2011-04-05 22:04:06,631] - unable to locate HQL query plan in cache; generating (NHibernate.Linq.NhQueryable`1[nhibernate_demo.Models.ChocolateBar])
DEBUG [2011-04-05 22:04:06,856] - select << begin [level=1, statement=select]
DEBUG [2011-04-05 22:04:06,871] - FromClause{level=1} :  nhibernate_demo.Models.ChocolateBar (<generated>_0) -> chocolateb0_
DEBUG [2011-04-05 22:04:06,885] - Resolved :  <generated>_0 -> chocolateb0_.ID
DEBUG [2011-04-05 22:04:06,887] - select : finishing up [level=1, statement=select]
DEBUG [2011-04-05 22:04:06,889] - processQuery() : ( SELECT ( {select clause} chocolateb0_.ID ) ( FromClause{level=1} [ChocolateBar] chocolateb0_ ) )
DEBUG [2011-04-05 22:04:06,909] - Using FROM fragment [[ChocolateBar] chocolateb0_]
DEBUG [2011-04-05 22:04:06,914] - select >> end [level=1, statement=select]
DEBUG [2011-04-05 22:04:06,915] - throwQueryException() : no errors
DEBUG [2011-04-05 22:04:06,942] - SQL: select chocolateb0_.ID as ID0_, chocolateb0_.Name as Name0_, chocolateb0_.ChocolatierID as Chocolat3_0_ from [ChocolateBar] chocolateb0_
DEBUG [2011-04-05 22:04:06,942] - throwQueryException() : no errors
DEBUG [2011-04-05 22:04:06,970] - located HQL query plan in cache (NHibernate.Linq.NhQueryable`1[nhibernate_demo.Models.ChocolateBar])
DEBUG [2011-04-05 22:04:06,972] - find: NHibernate.Linq.NhQueryable`1[nhibernate_demo.Models.ChocolateBar]
DEBUG [2011-04-05 22:04:06,973] - named parameters: {}
DEBUG [2011-04-05 22:04:06,991] - Opened new IDbCommand, open IDbCommands: 1
DEBUG [2011-04-05 22:04:06,991] - Building an IDbCommand object for the SqlString: select chocolateb0_.ID as ID0_, chocolateb0_.Name as Name0_, chocolateb0_.ChocolatierID as Chocolat3_0_ from [ChocolateBar] chocolateb0_
 INFO [2011-04-05 22:04:06,995] - select chocolateb0_.ID as ID0_, chocolateb0_.Name as Name0_, chocolateb0_.ChocolatierID as Chocolat3_0_ from [ChocolateBar] chocolateb0_
DEBUG [2011-04-05 22:04:06,995] - select chocolateb0_.ID as ID0_, chocolateb0_.Name as Name0_, chocolateb0_.ChocolatierID as Chocolat3_0_ from [ChocolateBar] chocolateb0_
DEBUG [2011-04-05 22:04:06,995] - Obtaining IDbConnection from Driver
DEBUG [2011-04-05 22:04:06,996] - ExecuteReader took 0 ms
DEBUG [2011-04-05 22:04:06,996] - Opened IDataReader, open IDataReaders: 1
DEBUG [2011-04-05 22:04:06,997] - processing result set
DEBUG [2011-04-05 22:04:06,997] - done processing result set (0 rows)
DEBUG [2011-04-05 22:04:06,997] - running NHybridDataReader.Dispose()
DEBUG [2011-04-05 22:04:06,997] - Closed IDataReader, open IDataReaders :0
DEBUG [2011-04-05 22:04:06,997] - DataReader was closed after 1 ms
DEBUG [2011-04-05 22:04:06,997] - Closed IDbCommand, open IDbCommands: 0
DEBUG [2011-04-05 22:04:06,997] - aggressively releasing database connection
DEBUG [2011-04-05 22:04:06,997] - Closing connection
DEBUG [2011-04-05 22:04:06,998] - total objects hydrated: 0
DEBUG [2011-04-05 22:04:06,999] - initializing non-lazy collections
DEBUG [2011-04-05 22:04:07,001] - after autocommit
DEBUG [2011-04-05 22:04:07,001] - transaction completion
DEBUG [2011-04-05 22:04:07,001] - aggressively releasing database connection
 INFO [2011-04-05 22:04:40,045] - Starting up
 INFO [2011-04-05 22:04:49,718] - NHibernate 3.1.0.4000 (3.1.0.4000)
 INFO [2011-04-05 22:04:49,719] - hibernate-configuration section not found in application configuration file
 INFO [2011-04-05 22:04:49,719] - Bytecode provider name : lcg
 INFO [2011-04-05 22:04:49,720] - Using reflection optimizer
DEBUG [2011-04-05 22:04:49,998] - Mapping XML:
<hibernate-mapping xmlns="urn:nhibernate-mapping-2.2"><class xmlns="urn:nhibernate-mapping-2.2" name="nhibernate_demo.Models.ChocolateBar, nhibernate demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null" table="`ChocolateBar`"><id name="ID" type="System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"><column name="ID" /><generator class="identity" /></id><bag name="Features"><key><column name="ChocolateBar_id" /></key><one-to-many class="nhibernate_demo.Models.Feature, nhibernate demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null" /></bag><property name="Name" type="System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"><column name="Name" /></property><many-to-one class="nhibernate_demo.Models.Chocolatier, nhibernate demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null" name="Chocolatier"><column name="ChocolatierID" /></many-to-one></class></hibernate-mapping>
 INFO [2011-04-05 22:04:50,114] - Using dialect: NHibernate.Dialect.MsSql2008Dialect
 INFO [2011-04-05 22:04:50,155] - Mapping class: nhibernate_demo.Models.ChocolateBar -> ChocolateBar
DEBUG [2011-04-05 22:04:50,183] - Mapped property: ID -> ID, type: Int32
DEBUG [2011-04-05 22:04:50,214] - Mapped property: Features, type: System.Collections.Generic.ICollection`1[[nhibernate_demo.Models.Feature, nhibernate demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]](nhibernate_demo.Models.ChocolateBar.Features)
DEBUG [2011-04-05 22:04:50,217] - Mapped property: Name -> Name, type: String
DEBUG [2011-04-05 22:04:50,224] - Mapped property: Chocolatier -> ChocolatierID, type: nhibernate_demo.Models.Chocolatier
DEBUG [2011-04-05 22:04:50,230] - Mapping XML:
<hibernate-mapping xmlns="urn:nhibernate-mapping-2.2"><class xmlns="urn:nhibernate-mapping-2.2" name="nhibernate_demo.Models.Chocolatier, nhibernate demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null" table="`Chocolatier`"><id name="ID" type="System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"><column name="ID" /><generator class="identity" /></id><property name="Name" type="System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"><column name="Name" /></property></class></hibernate-mapping>
 INFO [2011-04-05 22:04:50,231] - Using dialect: NHibernate.Dialect.MsSql2008Dialect
 INFO [2011-04-05 22:04:50,231] - Mapping class: nhibernate_demo.Models.Chocolatier -> Chocolatier
DEBUG [2011-04-05 22:04:50,231] - Mapped property: ID -> ID, type: Int32
DEBUG [2011-04-05 22:04:50,231] - Mapped property: Name -> Name, type: String
DEBUG [2011-04-05 22:04:50,233] - Mapping XML:
<hibernate-mapping xmlns="urn:nhibernate-mapping-2.2"><class xmlns="urn:nhibernate-mapping-2.2" name="nhibernate_demo.Models.Feature, nhibernate demo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null" table="`Feature`"><id name="ID" type="System.Int32, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"><column name="ID" /><generator class="identity" /></id><property name="Name" type="System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089"><column name="Name" /></property></class></hibernate-mapping>
 INFO [2011-04-05 22:04:50,233] - Using dialect: NHibernate.Dialect.MsSql2008Dialect
 INFO [2011-04-05 22:04:50,233] - Mapping class: nhibernate_demo.Models.Feature -> Feature
DEBUG [2011-04-05 22:04:50,233] - Mapped property: ID -> ID, type: Int32
DEBUG [2011-04-05 22:04:50,233] - Mapped property: Name -> Name, type: String
 INFO [2011-04-05 22:04:50,236] - Using dialect: NHibernate.Dialect.MsSql2008Dialect
 INFO [2011-04-05 22:04:50,238] - Running hbm2ddl schema update
 INFO [2011-04-05 22:04:50,238] - fetching database metadata
 INFO [2011-04-05 22:04:50,240] - Initializing connection provider: NHibernate.Connection.DriverConnectionProvider
 INFO [2011-04-05 22:04:50,240] - Configuring ConnectionProvider
DEBUG [2011-04-05 22:04:50,241] - Obtaining IDbConnection from Driver
 INFO [2011-04-05 22:04:50,250] - updating schema
 INFO [2011-04-05 22:04:50,257] - checking mappings queue
 INFO [2011-04-05 22:04:50,257] - processing one-to-many association mappings
DEBUG [2011-04-05 22:04:50,258] - Second pass for collection: nhibernate_demo.Models.ChocolateBar.Features
 INFO [2011-04-05 22:04:50,259] - mapping collection: nhibernate_demo.Models.ChocolateBar.Features -> Feature
DEBUG [2011-04-05 22:04:50,263] - Mapped collection key: ChocolateBar_id, one-to-many: nhibernate_demo.Models.Feature
 INFO [2011-04-05 22:04:50,263] - processing one-to-one association property references
 INFO [2011-04-05 22:04:50,263] - processing foreign key constraints
DEBUG [2011-04-05 22:04:50,265] - resolving reference to class: nhibernate_demo.Models.Chocolatier
DEBUG [2011-04-05 22:04:50,266] - resolving reference to class: nhibernate_demo.Models.ChocolateBar
 INFO [2011-04-05 22:04:50,266] - processing filters (second pass)
 INFO [2011-04-05 22:04:50,287] - table found: NHibernateTest.dbo.ChocolateBar
 INFO [2011-04-05 22:04:50,288] - columns: id, name, chocolatierid
 INFO [2011-04-05 22:04:50,288] - foreign keys: fk6a71dc85364f3ba
 INFO [2011-04-05 22:04:50,288] - indexes: pk__chocolat__3214ec277f60ed59
 INFO [2011-04-05 22:04:50,299] - table found: NHibernateTest.dbo.Chocolatier
 INFO [2011-04-05 22:04:50,299] - columns: id, name
 INFO [2011-04-05 22:04:50,299] - foreign keys: 
 INFO [2011-04-05 22:04:50,299] - indexes: pk__chocolat__3214ec2703317e3d
 INFO [2011-04-05 22:04:50,303] - table found: NHibernateTest.dbo.Feature
 INFO [2011-04-05 22:04:50,303] - columns: id, name, chocolatebar_id
 INFO [2011-04-05 22:04:50,303] - foreign keys: fk1328745f39440519
 INFO [2011-04-05 22:04:50,303] - indexes: pk__feature__3214ec2707020f21
 INFO [2011-04-05 22:04:50,317] - schema update complete
DEBUG [2011-04-05 22:04:50,318] - Closing connection
 INFO [2011-04-05 22:04:50,319] - checking mappings queue
 INFO [2011-04-05 22:04:50,319] - processing one-to-many association mappings
 INFO [2011-04-05 22:04:50,319] - processing one-to-one association property references
 INFO [2011-04-05 22:04:50,319] - processing foreign key constraints
DEBUG [2011-04-05 22:04:50,319] - resolving reference to class: nhibernate_demo.Models.Chocolatier
DEBUG [2011-04-05 22:04:50,319] - resolving reference to class: nhibernate_demo.Models.ChocolateBar
 INFO [2011-04-05 22:04:50,319] - processing filters (second pass)
 INFO [2011-04-05 22:04:50,344] - Using dialect: NHibernate.Dialect.MsSql2008Dialect
 INFO [2011-04-05 22:04:50,366] - Using dialect defined converter
 INFO [2011-04-05 22:04:50,367] - Generate SQL with comments: disabled
 INFO [2011-04-05 22:04:50,367] - Initializing connection provider: NHibernate.Connection.DriverConnectionProvider
 INFO [2011-04-05 22:04:50,367] - Configuring ConnectionProvider
 INFO [2011-04-05 22:04:50,367] - Transaction factory: NHibernate.Transaction.AdoNetWithDistributedTransactionFactory
 INFO [2011-04-05 22:04:50,367] - Optimize cache for minimal puts: False
 INFO [2011-04-05 22:04:50,368] - Connection release mode: auto
 INFO [2011-04-05 22:04:50,368] - Default batch fetch size: 1
 INFO [2011-04-05 22:04:50,368] - Statistics: disabled
 INFO [2011-04-05 22:04:50,368] - Deleted entity synthetic identifier rollback: disabled
 INFO [2011-04-05 22:04:50,368] - Query translator: NHibernate.Hql.Ast.ANTLR.ASTQueryTranslatorFactory
 INFO [2011-04-05 22:04:50,369] - Query language substitutions: {}
 INFO [2011-04-05 22:04:50,370] - cache provider: NHibernate.Cache.NoCacheProvider, NHibernate, Version=3.1.0.4000, Culture=neutral, PublicKeyToken=aa95f207798dfdb4
DEBUG [2011-04-05 22:04:50,370] - Wrap result sets: disabled
 INFO [2011-04-05 22:04:50,370] - Batcher factory: NHibernate.AdoNet.NonBatchingBatcherFactory, NHibernate, Version=3.1.0.4000, Culture=neutral, PublicKeyToken=aa95f207798dfdb4
 INFO [2011-04-05 22:04:50,371] - Default entity-mode: Poco
 INFO [2011-04-05 22:04:50,371] - Named query checking : enabled
 INFO [2011-04-05 22:04:50,388] - building session factory
DEBUG [2011-04-05 22:04:50,389] - Session factory constructed with filter configurations : {}
DEBUG [2011-04-05 22:04:50,390] - instantiating session factory with properties: {'connection.provider'='NHibernate.Connection.DriverConnectionProvider', 'proxyfactory.factory_class'='NHibernate.ByteCode.Castle.ProxyFactoryFactory, NHibernate.ByteCode.Castle', 'connection.driver_class'='NHibernate.Driver.SqlClientDriver, NHibernate, Version=3.1.0.4000, Culture=neutral, PublicKeyToken=aa95f207798dfdb4', 'dialect'='NHibernate.Dialect.MsSql2008Dialect, NHibernate, Version=3.1.0.4000, Culture=neutral, PublicKeyToken=aa95f207798dfdb4', 'hibernate.dialect'='NHibernate.Dialect.MsSql2008Dialect, NHibernate, Version=3.1.0.4000, Culture=neutral, PublicKeyToken=aa95f207798dfdb4', 'connection.connection_string'='Data Source=(local);Initial Catalog=NHibernateTest;Integrated Security=SSPI;'}
DEBUG [2011-04-05 22:04:50,391] - Obtaining IDbConnection from Driver
DEBUG [2011-04-05 22:04:50,392] - Closing connection
DEBUG [2011-04-05 22:04:50,449] - No custom accessors found for entity: nhibernate_demo.Models.ChocolateBar
DEBUG [2011-04-05 22:04:50,453] - No custom accessors found for entity: nhibernate_demo.Models.ChocolateBar
DEBUG [2011-04-05 22:04:50,464] - Create Instantiator using optimizer for:nhibernate_demo.Models.ChocolateBar
DEBUG [2011-04-05 22:04:50,488] - No custom accessors found for entity: nhibernate_demo.Models.Chocolatier
DEBUG [2011-04-05 22:04:50,488] - No custom accessors found for entity: nhibernate_demo.Models.Chocolatier
DEBUG [2011-04-05 22:04:50,489] - Create Instantiator using optimizer for:nhibernate_demo.Models.Chocolatier
DEBUG [2011-04-05 22:04:50,489] - No custom accessors found for entity: nhibernate_demo.Models.Feature
DEBUG [2011-04-05 22:04:50,489] - No custom accessors found for entity: nhibernate_demo.Models.Feature
DEBUG [2011-04-05 22:04:50,490] - Create Instantiator using optimizer for:nhibernate_demo.Models.Feature
DEBUG [2011-04-05 22:04:50,515] - Static SQL for collection: nhibernate_demo.Models.ChocolateBar.Features
DEBUG [2011-04-05 22:04:50,515] -  Row insert: UPDATE [Feature] SET ChocolateBar_id = ? WHERE ID = ?
DEBUG [2011-04-05 22:04:50,515] -  Row delete: UPDATE [Feature] SET ChocolateBar_id = null WHERE ChocolateBar_id = ? AND ID = ?
DEBUG [2011-04-05 22:04:50,516] -  One-shot delete: UPDATE [Feature] SET ChocolateBar_id = null WHERE ChocolateBar_id = ?
DEBUG [2011-04-05 22:04:50,554] - Static SQL for entity: nhibernate_demo.Models.ChocolateBar
DEBUG [2011-04-05 22:04:50,554] -  Version select: SELECT ID FROM [ChocolateBar] WHERE ID = ?
DEBUG [2011-04-05 22:04:50,554] -  Snapshot select: SELECT chocolateb_.ID, chocolateb_.Name as Name0_, chocolateb_.ChocolatierID as Chocolat3_0_ FROM [ChocolateBar] chocolateb_ WHERE chocolateb_.ID=?
DEBUG [2011-04-05 22:04:50,554] -  Insert 0: INSERT INTO [ChocolateBar] (Name, ChocolatierID, ID) VALUES (?, ?, ?)
DEBUG [2011-04-05 22:04:50,555] -  Update 0: UPDATE [ChocolateBar] SET Name = ?, ChocolatierID = ? WHERE ID = ?
DEBUG [2011-04-05 22:04:50,555] -  Delete 0: DELETE FROM [ChocolateBar] WHERE ID = ?
DEBUG [2011-04-05 22:04:50,555] -  Identity insert: INSERT INTO [ChocolateBar] (Name, ChocolatierID) VALUES (?, ?); select SCOPE_IDENTITY()
DEBUG [2011-04-05 22:04:50,586] - Static select for entity nhibernate_demo.Models.ChocolateBar: SELECT chocolateb0_.ID as ID0_0_, chocolateb0_.Name as Name0_0_, chocolateb0_.ChocolatierID as Chocolat3_0_0_ FROM [ChocolateBar] chocolateb0_ WHERE chocolateb0_.ID=?
